account_id,industry,plan_tier,mrr,tenure_months,seats_purchased,active_seats_last_30d,logins_last_30d,features_adopted,avg_session_min,support_tickets_last_90d,unresolved_tickets,avg_resolution_days,nps_last_survey,churned
ACC103587,Insurance,Growth,2139.0,5,53,35,8,4,18.6,2,2,10.3,2.0,1
ACC103588,Banking,Growth,3227.0,13,30,16,9,3,14.1,2,2,7.5,3.0,1
ACC103589,Corporate Treasury,Starter,481.0,10,11,9,24,6,19.6,2,0,8.4,4.0,1
ACC103590,Banking,Enterprise,14857.0,32,274,148,21,4,25.6,2,1,8.0,4.0,0
ACC103591,Insurance,Starter,643.0,24,11,5,15,5,26.6,4,1,7.4,3.0,0
ACC103592,Insurance,Enterprise,12258.0,46,192,159,15,9,43.0,1,0,0.5,6.0,0
ACC103593,Corporate Treasury,Starter,569.0,6,8,4,7,3,6.6,2,1,10.1,4.0,0
ACC103594,Brokerage,Starter,522.0,43,4,2,23,7,25.2,3,0,8.3,3.0,0
ACC103595,Banking,Enterprise,9059.0,56,159,142,43,11,42.2,2,0,0.6,10.0,0
ACC103596,Banking,Enterprise,15257.0,8,92,47,18,5,21.2,3,0,8.5,2.0,1
ACC103597,Insurance,Enterprise,11688.0,39,157,59,11,2,10.9,4,1,11.0,1.0,0
ACC103598,Brokerage,Enterprise,14837.0,31,87,72,20,8,27.5,6,0,4.3,6.0,0
ACC103599,Banking,Growth,2733.0,6,38,30,21,6,20.2,2,2,7.8,5.0,0
ACC103600,Insurance,Starter,382.0,18,8,4,19,9,44.4,8,1,6.5,7.0,0
ACC103601,Insurance,Starter,475.0,47,12,12,43,11,35.6,2,0,2.9,9.0,0
ACC103602,Asset Mgmt,Growth,2044.0,52,47,16,15,4,8.9,1,1,10.2,2.0,0
ACC103603,Corporate Treasury,Starter,401.0,22,7,6,33,10,32.1,4,0,3.2,5.0,0
ACC103604,Asset Mgmt,Enterprise,13549.0,7,276,179,13,4,19.8,2,1,10.2,2.0,0
ACC103605,Insurance,Starter,359.0,15,11,9,13,6,23.3,3,0,3.7,6.0,0
ACC103606,Brokerage,Starter,640.0,50,14,6,18,4,19.6,8,2,10.4,4.0,1
ACC103607,Asset Mgmt,Starter,485.0,34,11,8,21,6,20.1,3,0,9.8,5.0,0
ACC103608,Banking,Starter,497.0,26,9,9,44,10,39.2,0,0,2.0,8.0,0
ACC103609,Brokerage,Starter,440.0,1,11,6,13,8,31.0,5,0,4.0,7.0,0
ACC103610,Asset Mgmt,Growth,1878.0,47,36,18,13,5,29.7,3,2,11.0,3.0,1
ACC103611,Corporate Treasury,Starter,526.0,28,11,6,12,4,26.1,2,2,9.7,2.0,1
ACC103612,Corporate Treasury,Growth,2267.0,33,49,19,22,6,25.6,5,1,3.6,4.0,1
ACC103613,Insurance,Enterprise,12893.0,50,206,94,7,2,17.0,1,1,9.6,3.0,0
ACC103614,Banking,Growth,2584.0,34,20,7,4,2,11.1,4,2,7.2,0.0,1
ACC103615,Brokerage,Growth,2075.0,55,59,22,4,1,13.0,2,1,10.5,1.0,0
ACC103616,Corporate Treasury,Starter,488.0,34,11,7,23,8,33.8,4,1,5.2,7.0,0
ACC103617,Insurance,Starter,442.0,21,5,3,18,10,42.7,2,0,4.7,9.0,0
ACC103618,Brokerage,Starter,422.0,55,12,4,7,2,14.8,3,1,10.7,1.0,1
ACC103619,Corporate Treasury,Enterprise,13942.0,38,140,95,19,4,22.0,4,2,11.5,5.0,0
ACC103620,Corporate Treasury,Growth,1768.0,45,43,24,11,4,19.3,2,0,8.8,3.0,1
ACC103621,Banking,Starter,431.0,14,14,10,45,9,40.7,0,0,0.6,7.0,0
ACC103622,Corporate Treasury,Growth,2547.0,40,44,36,40,8,31.4,2,0,6.5,8.0,0
ACC103623,Asset Mgmt,Enterprise,11828.0,34,284,127,21,6,22.0,4,3,7.3,2.0,1
ACC103624,Banking,Growth,3160.0,7,22,11,40,9,28.4,1,0,3.9,7.0,0
ACC103625,Asset Mgmt,Growth,3015.0,15,50,42,36,10,41.3,6,1,5.6,10.0,0
ACC103626,Banking,Enterprise,13812.0,54,61,19,10,4,22.0,1,0,10.3,4.0,0
ACC103627,Banking,Growth,2521.0,34,34,16,13,7,18.7,2,0,4.7,3.0,0
ACC103628,Corporate Treasury,Growth,2393.0,46,56,34,12,4,16.1,4,0,9.0,7.0,0
ACC103629,Insurance,Starter,361.0,11,8,7,19,8,35.8,4,1,8.3,6.0,0
ACC103630,Asset Mgmt,Starter,597.0,13,14,7,29,6,24.5,1,1,7.1,4.0,1
ACC103631,Banking,Enterprise,11501.0,56,212,72,7,2,10.3,3,2,8.2,0.0,0
ACC103632,Corporate Treasury,Growth,2231.0,25,24,15,18,5,26.9,3,0,8.5,6.0,0
ACC103633,Corporate Treasury,Growth,2660.0,53,40,21,9,3,13.0,2,0,9.2,1.0,0
ACC103634,Insurance,Growth,2881.0,48,26,17,48,10,40.5,3,0,3.7,8.0,0
ACC103635,Banking,Starter,507.0,20,5,3,16,4,12.1,0,0,7.0,3.0,0
ACC103636,Banking,Enterprise,9477.0,57,268,268,20,9,36.3,3,2,5.3,4.0,0
ACC103637,Banking,Starter,626.0,46,3,1,29,6,18.1,1,0,5.9,6.0,0
ACC103638,Banking,Enterprise,9213.0,8,174,101,32,9,28.3,3,0,6.2,6.0,0
ACC103639,Brokerage,Growth,3204.0,6,36,30,14,8,30.0,5,1,7.8,8.0,0
ACC103640,Asset Mgmt,Starter,483.0,8,3,1,15,6,28.7,6,2,7.1,5.0,0
ACC103641,Corporate Treasury,Starter,634.0,44,12,7,33,8,30.6,3,1,3.8,8.0,0
ACC103642,Brokerage,Enterprise,14985.0,9,237,160,10,5,16.4,1,0,6.6,4.0,0
ACC103643,Brokerage,Starter,472.0,17,6,3,15,3,20.7,3,3,9.5,4.0,0
ACC103644,Asset Mgmt,Starter,590.0,26,5,3,14,3,17.4,5,2,9.9,3.0,0
ACC103645,Insurance,Growth,1885.0,9,53,22,3,2,16.0,0,0,9.5,1.0,1
ACC103646,Insurance,Starter,375.0,20,7,4,14,5,17.1,6,1,7.5,4.0,1
ACC103647,Banking,Starter,457.0,41,10,8,26,8,38.0,2,2,6.7,2.0,0
ACC103648,Corporate Treasury,Starter,533.0,58,3,3,18,9,44.0,4,0,6.4,7.0,0
ACC103649,Insurance,Enterprise,8467.0,28,51,51,36,10,43.2,7,1,3.6,10.0,0
ACC103650,Asset Mgmt,Starter,505.0,45,11,8,44,9,37.4,5,0,5.7,5.0,0
ACC103651,Insurance,Starter,643.0,32,6,4,19,5,24.5,3,1,7.7,3.0,1
ACC103652,Corporate Treasury,Starter,608.0,28,13,12,33,10,39.4,3,1,4.4,6.0,0
ACC103653,Banking,Starter,420.0,31,8,3,10,2,5.8,1,1,8.8,0.0,1
ACC103654,Corporate Treasury,Starter,508.0,57,11,5,22,4,16.8,2,1,9.1,3.0,0
ACC103655,Brokerage,Starter,401.0,4,5,2,15,3,15.3,6,1,12.0,3.0,0
ACC103656,Corporate Treasury,Starter,429.0,31,14,8,9,5,16.3,2,0,8.6,4.0,1
ACC103657,Corporate Treasury,Growth,3135.0,4,58,29,16,8,38.7,2,1,6.2,5.0,0
ACC103658,Banking,Enterprise,15584.0,52,223,77,11,3,17.2,3,3,7.8,0.0,1
ACC103659,Corporate Treasury,Starter,423.0,36,4,1,10,4,27.6,4,0,9.3,2.0,0
ACC103660,Corporate Treasury,Starter,414.0,3,3,1,5,2,14.3,1,1,6.6,1.0,0
ACC103661,Insurance,Enterprise,11164.0,37,118,72,25,6,16.9,5,1,8.6,3.0,1
ACC103662,Insurance,Enterprise,11610.0,26,127,74,19,4,24.9,4,2,11.5,5.0,0
ACC103663,Corporate Treasury,Growth,1884.0,3,40,30,22,8,28.8,0,0,4.4,5.0,0
ACC103664,Banking,Starter,394.0,58,13,7,16,3,23.4,2,0,8.6,2.0,1
ACC103665,Asset Mgmt,Growth,2387.0,23,13,10,35,11,47.7,1,0,5.1,9.0,0
ACC103666,Corporate Treasury,Starter,421.0,2,4,3,29,8,37.1,2,2,4.0,3.0,0
ACC103667,Brokerage,Starter,603.0,37,8,8,23,11,46.8,2,0,3.8,10.0,0
ACC103668,Asset Mgmt,Starter,575.0,23,8,7,18,9,38.6,1,1,2.6,9.0,0
ACC103669,Insurance,Growth,2555.0,39,13,8,17,4,18.6,5,1,9.7,4.0,0
ACC103670,Brokerage,Starter,480.0,10,10,6,31,8,42.4,3,0,4.5,6.0,0
ACC103671,Banking,Growth,2996.0,49,16,7,9,2,12.9,4,0,4.9,0.0,0
ACC103672,Asset Mgmt,Starter,400.0,25,13,8,9,4,17.9,3,0,6.2,3.0,0
ACC103673,Banking,Starter,616.0,25,9,3,9,4,21.2,4,2,8.3,3.0,1
ACC103674,Asset Mgmt,Growth,1824.0,48,36,19,14,7,35.7,1,0,9.5,8.0,0
ACC103675,Corporate Treasury,Enterprise,15048.0,33,150,100,29,7,35.5,1,1,5.3,3.0,0
ACC103676,Asset Mgmt,Starter,392.0,1,4,2,12,3,10.3,3,1,7.9,4.0,1
ACC103677,Brokerage,Growth,2968.0,35,27,16,9,3,20.3,4,3,10.1,2.0,0
ACC103678,Brokerage,Starter,355.0,39,12,11,21,10,40.9,2,1,0.5,10.0,0
ACC103679,Brokerage,Starter,595.0,19,3,1,14,8,30.0,2,0,7.9,7.0,0
ACC103680,Corporate Treasury,Growth,2626.0,11,15,12,27,11,36.2,6,0,4.4,10.0,0
ACC103681,Corporate Treasury,Starter,356.0,4,13,8,8,5,28.0,5,1,7.0,5.0,0
ACC103682,Insurance,Growth,2911.0,50,46,28,23,5,28.4,3,3,9.5,4.0,0
ACC103683,Brokerage,Growth,1902.0,1,25,14,11,5,28.6,3,0,8.7,2.0,0
ACC103684,Banking,Starter,512.0,35,14,4,9,3,10.1,5,2,8.8,1.0,0
ACC103685,Corporate Treasury,Starter,450.0,50,10,8,24,6,22.7,7,0,8.4,6.0,0
ACC103686,Banking,Starter,578.0,21,10,5,19,4,17.7,5,1,8.7,5.0,0
ACC103687,Asset Mgmt,Enterprise,14543.0,12,214,71,12,3,23.4,0,0,9.6,1.0,1
ACC103688,Asset Mgmt,Growth,2446.0,43,31,13,15,6,29.4,4,0,8.0,7.0,1
ACC103689,Corporate Treasury,Starter,577.0,38,8,4,6,2,10.4,2,1,9.6,3.0,1
ACC103690,Corporate Treasury,Starter,625.0,1,9,6,11,6,26.0,5,1,6.7,3.0,0
ACC103691,Banking,Growth,2784.0,35,29,15,15,7,32.6,2,1,3.6,7.0,0
ACC103692,Corporate Treasury,Starter,447.0,1,12,11,46,11,46.7,4,0,0.5,8.0,0
ACC103693,Asset Mgmt,Growth,2445.0,24,10,7,18,4,27.2,5,2,5.1,6.0,0
ACC103694,Banking,Growth,2095.0,18,25,10,5,2,18.6,3,0,11.2,2.0,0
ACC103695,Insurance,Growth,2438.0,50,54,35,33,8,37.9,3,1,4.7,10.0,0
ACC103696,Insurance,Starter,424.0,58,5,2,14,4,13.8,0,0,6.5,3.0,1
ACC103697,Asset Mgmt,Starter,592.0,42,5,3,29,9,30.5,3,1,4.0,6.0,0
ACC103698,Asset Mgmt,Starter,533.0,44,7,7,25,9,31.5,2,0,2.0,9.0,0
ACC103699,Brokerage,Growth,2700.0,2,53,17,13,3,16.2,0,0,10.1,3.0,1
ACC103700,Asset Mgmt,Enterprise,9194.0,4,60,21,12,5,18.8,4,3,9.9,5.0,0
ACC103701,Brokerage,Starter,350.0,46,4,2,25,10,42.8,1,0,6.0,8.0,0
ACC103702,Brokerage,Growth,2934.0,26,14,5,9,4,23.2,3,0,8.1,5.0,1
ACC103703,Asset Mgmt,Growth,2563.0,30,47,29,28,7,30.5,1,1,5.6,4.0,0
ACC103704,Insurance,Starter,629.0,41,5,4,28,6,29.6,2,0,3.4,1.0,0
ACC103705,Corporate Treasury,Starter,511.0,21,7,1,0,0,2.0,4,1,9.1,0.0,1
ACC103706,Insurance,Starter,414.0,41,11,5,15,8,22.9,4,0,8.4,10.0,0
ACC103707,Insurance,Growth,2798.0,43,14,8,31,7,24.0,2,1,6.7,6.0,0
ACC103708,Asset Mgmt,Growth,2801.0,15,14,13,31,8,36.1,3,0,7.6,5.0,0
ACC103709,Banking,Growth,1848.0,41,56,42,26,5,32.0,3,2,3.8,4.0,0
ACC103710,Banking,Enterprise,13394.0,10,250,200,23,6,31.7,1,1,7.1,5.0,0
ACC103711,Asset Mgmt,Growth,2069.0,19,48,28,45,11,39.5,1,0,0.5,7.0,0
ACC103712,Corporate Treasury,Enterprise,10233.0,47,50,20,2,1,12.4,2,2,7.1,0.0,0
ACC103713,Asset Mgmt,Growth,1797.0,58,17,16,26,11,33.4,4,0,1.4,9.0,0
ACC103714,Banking,Enterprise,12917.0,4,246,73,12,3,24.5,4,2,12.8,3.0,1
ACC103715,Asset Mgmt,Enterprise,13668.0,39,240,141,12,4,22.2,5,1,6.8,2.0,1
ACC103716,Insurance,Growth,2096.0,34,15,11,23,7,32.7,3,2,8.6,4.0,0
ACC103717,Asset Mgmt,Enterprise,14106.0,36,55,47,31,9,26.0,1,1,3.9,7.0,0
ACC103718,Asset Mgmt,Enterprise,13887.0,47,244,106,9,5,24.9,3,1,10.1,4.0,1
ACC103719,Banking,Growth,2365.0,5,32,10,5,1,18.6,6,2,12.3,2.0,1
ACC103720,Asset Mgmt,Growth,1852.0,44,41,35,30,10,41.3,3,0,6.0,7.0,0
ACC103721,Asset Mgmt,Growth,2170.0,17,17,8,33,8,29.8,4,1,4.8,7.0,0
ACC103722,Brokerage,Enterprise,9591.0,10,209,100,13,7,27.9,4,0,6.6,6.0,0
ACC103723,Brokerage,Growth,3188.0,27,17,9,12,3,12.8,4,1,9.5,4.0,0
ACC103724,Asset Mgmt,Enterprise,14288.0,2,206,58,5,2,11.2,6,0,15.7,1.0,0
ACC103725,Banking,Growth,1868.0,38,58,28,19,10,31.7,1,1,5.7,7.0,0
ACC103726,Banking,Enterprise,12097.0,34,211,71,9,3,17.6,6,0,9.2,2.0,1
ACC103727,Asset Mgmt,Starter,430.0,31,12,6,28,9,41.3,5,0,8.4,7.0,0
ACC103728,Insurance,Growth,1798.0,2,31,15,24,6,22.0,4,1,11.5,8.0,0
ACC103729,Insurance,Growth,2233.0,46,22,15,12,5,25.2,3,0,6.2,4.0,0
ACC103730,Asset Mgmt,Enterprise,9319.0,3,292,183,19,4,18.9,7,0,9.1,6.0,0
ACC103731,Asset Mgmt,Enterprise,10004.0,16,168,70,12,7,29.8,3,2,5.6,6.0,0
ACC103732,Asset Mgmt,Growth,2240.0,24,10,5,13,4,23.1,6,1,5.5,3.0,1
ACC103733,Insurance,Growth,2363.0,42,53,21,23,6,27.4,4,0,7.4,4.0,0
ACC103734,Corporate Treasury,Starter,491.0,25,11,5,10,6,29.6,5,1,0.9,3.0,0
ACC103735,Banking,Enterprise,12145.0,49,193,189,19,10,41.1,6,0,3.9,8.0,0
ACC103736,Insurance,Starter,461.0,56,13,12,19,7,34.2,4,0,5.7,6.0,0
ACC103737,Corporate Treasury,Growth,2498.0,46,56,21,10,3,17.9,7,0,9.1,3.0,0
ACC103738,Corporate Treasury,Growth,2377.0,3,42,40,27,10,38.6,2,1,3.7,10.0,0
ACC103739,Insurance,Growth,3197.0,46,55,35,42,9,37.6,4,1,3.9,9.0,0
ACC103740,Insurance,Starter,370.0,13,14,14,22,10,38.6,7,0,0.5,8.0,0
ACC103741,Corporate Treasury,Starter,526.0,53,3,1,14,3,17.6,2,0,6.7,2.0,1
ACC103742,Asset Mgmt,Enterprise,9794.0,58,226,90,8,2,6.3,1,1,10.5,0.0,1
ACC103743,Insurance,Growth,2313.0,5,27,17,9,4,9.6,2,0,8.5,4.0,0
ACC103744,Asset Mgmt,Starter,514.0,6,9,7,30,7,29.8,3,0,7.7,7.0,0
ACC103745,Insurance,Growth,2890.0,42,56,31,10,2,7.8,1,0,9.4,3.0,0
ACC103746,Banking,Starter,643.0,9,7,3,9,4,27.4,6,1,6.7,2.0,1
ACC103747,Asset Mgmt,Enterprise,11954.0,58,290,251,22,7,23.5,6,2,5.8,3.0,0
ACC103748,Banking,Starter,427.0,32,10,4,2,1,10.8,5,0,7.2,0.0,1
ACC103749,Asset Mgmt,Starter,587.0,34,9,5,23,6,20.6,1,1,7.6,5.0,0
ACC103750,Insurance,Starter,416.0,51,9,6,34,8,30.4,2,0,6.8,6.0,0
ACC103751,Insurance,Growth,2512.0,13,31,28,21,7,24.6,3,0,8.4,7.0,0
ACC103752,Brokerage,Growth,3020.0,33,51,26,7,3,10.8,1,1,9.6,3.0,0
ACC103753,Banking,Growth,2356.0,59,24,14,28,7,30.3,2,1,3.8,6.0,0
ACC103754,Brokerage,Growth,2585.0,2,18,4,3,1,6.5,3,0,9.8,1.0,1
ACC103755,Asset Mgmt,Starter,386.0,11,3,2,41,11,44.6,5,0,2.7,9.0,0
ACC103756,Corporate Treasury,Starter,367.0,9,5,2,11,3,22.8,0,0,7.8,1.0,0
ACC103757,Corporate Treasury,Starter,646.0,20,3,1,6,2,3.2,3,0,8.2,3.0,0
ACC103758,Brokerage,Enterprise,9688.0,8,54,38,29,6,31.2,7,2,5.6,4.0,0
ACC103759,Banking,Starter,451.0,11,10,7,36,10,32.1,3,0,6.0,4.0,0
ACC103760,Brokerage,Enterprise,12034.0,51,54,26,30,8,30.1,3,3,6.0,6.0,0
ACC103761,Banking,Starter,462.0,28,10,5,26,5,15.6,1,0,9.3,5.0,0
ACC103762,Brokerage,Starter,379.0,22,12,7,29,11,35.2,3,1,1.1,10.0,0
ACC103763,Corporate Treasury,Starter,409.0,25,12,7,21,5,13.1,4,0,10.3,5.0,0
ACC103764,Insurance,Starter,498.0,58,8,6,31,11,39.3,2,0,3.6,9.0,0
ACC103765,Asset Mgmt,Growth,2408.0,29,45,30,14,4,18.0,4,3,9.6,3.0,0
ACC103766,Banking,Growth,2947.0,28,35,32,47,11,38.5,3,1,3.0,8.0,0
ACC103767,Brokerage,Starter,444.0,55,14,11,32,7,18.7,4,0,1.4,5.0,0
ACC103768,Corporate Treasury,Growth,3160.0,3,58,44,36,11,33.5,4,1,5.2,10.0,0
ACC103769,Brokerage,Growth,2174.0,29,12,8,22,5,21.5,3,1,8.5,3.0,0
ACC103770,Corporate Treasury,Enterprise,10785.0,45,272,206,19,7,31.4,2,1,4.4,6.0,0
ACC103771,Brokerage,Enterprise,15235.0,31,115,80,15,4,19.5,2,0,12.8,2.0,0
ACC103772,Brokerage,Growth,3011.0,52,48,33,29,6,35.0,2,0,6.9,4.0,0
ACC103773,Insurance,Enterprise,10682.0,53,221,101,3,1,7.7,2,0,10.5,0.0,1
ACC103774,Corporate Treasury,Growth,2343.0,20,30,17,11,3,15.3,5,3,7.9,2.0,1
ACC103775,Asset Mgmt,Growth,3013.0,49,30,22,21,5,20.7,2,1,6.8,4.0,0
ACC103776,Corporate Treasury,Growth,1879.0,15,58,33,12,5,16.5,1,0,4.9,4.0,0
ACC103777,Corporate Treasury,Starter,438.0,15,12,6,30,7,28.1,4,1,5.1,3.0,0
ACC103778,Insurance,Growth,2547.0,58,52,34,24,6,30.2,2,2,6.5,4.0,0
ACC103779,Corporate Treasury,Enterprise,14368.0,1,246,114,3,1,12.5,6,4,12.3,1.0,1
ACC103780,Asset Mgmt,Starter,519.0,21,6,4,19,4,19.5,0,0,5.2,5.0,0
ACC103781,Corporate Treasury,Enterprise,11926.0,38,89,48,6,2,19.2,2,2,8.8,0.0,1
ACC103782,Insurance,Enterprise,15327.0,25,279,151,13,5,25.2,0,0,5.1,3.0,0
ACC103783,Asset Mgmt,Starter,385.0,50,4,2,10,2,13.9,2,0,12.0,2.0,1
ACC103784,Brokerage,Growth,2920.0,15,44,18,5,2,19.7,1,1,11.5,3.0,1
ACC103785,Banking,Enterprise,9315.0,33,139,72,12,3,11.3,4,0,5.7,1.0,0
ACC103786,Corporate Treasury,Enterprise,13676.0,8,217,137,35,7,36.5,2,2,5.4,3.0,0
ACC103787,Asset Mgmt,Starter,513.0,13,12,7,38,9,28.8,3,0,7.6,7.0,0
ACC103788,Asset Mgmt,Starter,429.0,11,14,8,20,5,21.6,4,1,9.0,3.0,0
ACC103789,Banking,Growth,2565.0,44,46,32,50,11,31.0,2,0,2.5,10.0,0
ACC103790,Banking,Starter,614.0,12,11,4,8,2,14.2,4,1,10.9,2.0,1
ACC103791,Banking,Starter,492.0,40,4,4,20,10,46.1,3,0,5.0,7.0,0
ACC103792,Brokerage,Starter,352.0,21,7,2,12,3,10.2,1,1,13.0,1.0,0
ACC103793,Brokerage,Starter,367.0,34,7,4,13,3,13.9,3,2,8.5,3.0,1
ACC103794,Insurance,Growth,2699.0,52,44,16,23,5,20.9,4,0,10.5,4.0,0
ACC103795,Banking,Growth,2767.0,51,16,6,20,7,25.6,1,1,5.5,5.0,1
ACC103796,Brokerage,Growth,2353.0,1,48,15,4,2,6.1,3,0,9.2,6.0,1
ACC103797,Corporate Treasury,Growth,2114.0,47,19,9,13,6,26.5,6,0,6.3,4.0,0
ACC103798,Insurance,Growth,2824.0,57,30,26,21,8,38.1,5,1,6.0,7.0,0
ACC103799,Brokerage,Starter,441.0,40,14,14,46,11,38.4,6,0,4.5,10.0,0
ACC103800,Insurance,Starter,372.0,12,9,8,35,10,40.1,5,0,3.3,10.0,0
ACC103801,Asset Mgmt,Starter,473.0,40,4,3,11,5,22.3,4,3,6.9,2.0,1
ACC103802,Corporate Treasury,Starter,512.0,38,11,8,15,6,23.6,2,1,5.1,5.0,0
ACC103803,Insurance,Starter,640.0,40,8,8,27,10,38.2,2,1,5.2,6.0,0
ACC103804,Corporate Treasury,Starter,528.0,26,7,5,24,7,27.2,2,1,6.0,7.0,1
ACC103805,Corporate Treasury,Starter,412.0,31,8,2,18,4,20.8,2,1,9.2,3.0,1
ACC103806,Brokerage,Growth,2998.0,39,27,20,27,5,22.8,1,1,8.3,5.0,0
ACC103807,Asset Mgmt,Growth,2187.0,28,46,35,35,10,30.1,5,1,6.8,10.0,0
ACC103808,Banking,Enterprise,15307.0,46,293,210,14,5,11.6,5,1,10.3,4.0,0
ACC103809,Insurance,Growth,2238.0,42,56,56,22,9,25.8,1,1,5.6,8.0,0
ACC103810,Corporate Treasury,Growth,3114.0,18,22,14,25,8,28.2,1,1,5.4,6.0,0
ACC103811,Brokerage,Starter,614.0,37,11,7,11,3,18.7,3,1,7.0,4.0,1
ACC103812,Asset Mgmt,Growth,3046.0,45,49,18,16,6,20.2,6,0,6.3,4.0,0
ACC103813,Corporate Treasury,Starter,362.0,29,10,9,28,10,37.3,2,2,3.4,9.0,0
ACC103814,Brokerage,Growth,3025.0,43,51,42,38,8,30.0,3,0,3.6,8.0,1
ACC103815,Brokerage,Starter,566.0,8,12,9,24,6,21.1,3,0,8.1,6.0,0
ACC103816,Brokerage,Growth,2251.0,23,43,24,17,5,33.5,7,2,7.8,5.0,0
ACC103817,Brokerage,Starter,497.0,42,7,4,27,8,27.0,3,0,3.7,5.0,0
ACC103818,Corporate Treasury,Growth,2710.0,53,21,5,4,1,2.6,3,0,13.6,1.0,1
ACC103819,Asset Mgmt,Enterprise,15193.0,39,230,175,22,10,32.5,2,1,4.9,5.0,0
ACC103820,Insurance,Growth,2920.0,40,12,9,47,10,39.5,1,0,3.7,8.0,0
ACC103821,Corporate Treasury,Growth,2393.0,21,27,14,11,6,20.9,0,0,9.5,5.0,0
ACC103822,Asset Mgmt,Growth,2718.0,42,17,13,19,8,33.8,4,0,3.6,8.0,0
ACC103823,Corporate Treasury,Starter,406.0,22,13,6,12,3,12.6,3,0,7.9,2.0,0
ACC103824,Insurance,Growth,2386.0,4,10,5,29,9,31.7,2,0,3.9,10.0,1
ACC103825,Corporate Treasury,Growth,2937.0,15,14,4,9,2,9.4,2,1,11.1,0.0,1
ACC103826,Insurance,Starter,532.0,37,5,4,34,7,28.4,4,0,6.7,6.0,0
ACC103827,Corporate Treasury,Starter,585.0,57,6,3,7,3,18.0,2,1,15.9,3.0,0
ACC103828,Banking,Enterprise,12071.0,30,275,198,19,9,38.6,4,1,2.7,8.0,0
ACC103829,Corporate Treasury,Growth,2320.0,51,14,11,20,10,44.3,2,0,4.1,8.0,0
ACC103830,Brokerage,Growth,2864.0,46,59,20,7,4,11.0,3,1,8.3,3.0,1
ACC103831,Brokerage,Growth,1891.0,34,39,24,39,9,29.7,6,0,5.4,10.0,0
ACC103832,Brokerage,Growth,3218.0,48,49,30,12,4,12.5,5,1,10.7,1.0,0
ACC103833,Asset Mgmt,Growth,3173.0,24,52,16,7,3,14.6,2,2,10.1,2.0,1
ACC103834,Banking,Starter,614.0,27,10,5,30,8,25.4,5,0,6.3,6.0,0
ACC103835,Corporate Treasury,Growth,3076.0,44,47,34,33,8,27.7,6,1,4.7,6.0,0
ACC103836,Banking,Growth,2517.0,38,42,30,25,5,25.5,1,1,11.0,3.0,1
ACC103837,Asset Mgmt,Starter,499.0,32,14,6,10,3,21.7,3,1,8.2,4.0,0
ACC103838,Corporate Treasury,Growth,2980.0,26,34,17,12,3,18.7,4,1,3.2,3.0,0
ACC103839,Insurance,Starter,435.0,58,8,7,21,8,33.2,3,1,4.1,9.0,0
ACC103840,Corporate Treasury,Growth,3025.0,4,19,19,44,10,33.9,2,0,8.7,9.0,0
ACC103841,Corporate Treasury,Growth,2051.0,4,56,34,31,7,27.0,2,2,4.2,7.0,0
ACC103842,Banking,Growth,3069.0,29,46,20,17,4,25.4,3,0,9.3,5.0,0
ACC103843,Corporate Treasury,Growth,2562.0,3,38,23,21,5,26.6,2,2,5.8,3.0,0
ACC103844,Insurance,Enterprise,14471.0,21,122,78,14,4,21.4,1,0,9.9,2.0,1
ACC103845,Insurance,Growth,2490.0,34,30,20,20,6,28.2,4,0,9.6,4.0,0
ACC103846,Insurance,Growth,2663.0,24,22,22,27,9,31.8,3,0,4.0,9.0,0
ACC103847,Insurance,Growth,3140.0,12,57,33,20,5,24.6,3,0,10.4,4.0,0
ACC103848,Insurance,Starter,475.0,17,13,5,26,5,21.0,1,0,9.7,4.0,0
ACC103849,Asset Mgmt,Starter,416.0,36,5,3,20,5,23.9,3,0,8.7,4.0,1
ACC103850,Asset Mgmt,Growth,1886.0,57,50,23,2,1,14.0,4,0,11.1,2.0,0
ACC103851,Banking,Starter,527.0,47,7,2,15,4,27.5,3,2,7.9,2.0,0
ACC103852,Asset Mgmt,Starter,533.0,33,12,11,41,11,45.2,1,1,1.1,9.0,0
ACC103853,Asset Mgmt,Starter,536.0,9,7,3,6,3,17.2,4,0,7.2,5.0,0
ACC103854,Insurance,Growth,1806.0,15,33,19,20,6,32.5,4,2,8.0,6.0,0
ACC103855,Brokerage,Starter,358.0,26,11,6,10,5,17.1,6,2,8.6,3.0,0
ACC103856,Banking,Enterprise,14847.0,15,283,155,20,6,31.6,5,0,8.0,5.0,0
ACC103857,Asset Mgmt,Growth,2793.0,41,29,16,4,2,12.4,2,0,12.3,0.0,0
ACC103858,Banking,Growth,1920.0,22,23,12,19,6,27.2,1,0,6.6,4.0,0
ACC103859,Brokerage,Starter,372.0,50,13,12,44,9,33.2,3,3,7.1,7.0,0
ACC103860,Corporate Treasury,Growth,1993.0,16,57,18,5,3,9.9,2,1,6.0,1.0,1
ACC103861,Asset Mgmt,Starter,592.0,30,12,6,13,5,28.8,3,3,11.5,5.0,1
ACC103862,Insurance,Growth,2835.0,43,45,20,18,6,27.3,5,1,6.9,3.0,0
ACC103863,Corporate Treasury,Starter,542.0,13,10,3,9,2,11.3,4,0,8.6,4.0,0
ACC103864,Brokerage,Enterprise,13014.0,45,117,54,14,3,16.0,1,1,9.5,3.0,0
ACC103865,Insurance,Starter,608.0,35,4,2,13,3,14.4,4,0,12.4,2.0,1
